ಅರಿಮೆ ತಿಳಿಪದ ಪದನೆರಕೆ ಪದಗಳು - Arime Tiliapada Dictionary Words,,,
remaining,ಪಳೆಯುಳಿಕೆ,,
gerontology,ಮುಪ್ಪರಿಮೆ,,
magenta,ಕೆನ್ನೇರಿಳಿ,,
repository,ಟಾಕು,,
bloody,ನೆತ್ತರಿನ,,
nuclear,ನಡುವಿಟ್ಟಳ,,
endocrine,ಒಳಸುರಿಸುವಿಕೆಯ,,
geodesy,ನೆಲಪರಿಜರಿಮೆ,,
scale,ಅಳತೆಕೋಲು,,
quill,ದೊಡ್ಡಗರಿ,,
span,ಗೇಣು,,
fossil fuel,ಪಳೆಯುಳಿಕೆಗಳಉರುವಲು,,
extremum,ಕಡುತುದಿ,,
antacid,ಹುಳಿಪುಗಳೆಯುಕ,,
xylem,ಒಂದೆರವು,,
debugger,ಹುಳುಹುಡುಕ,,
exterior angle,ಹೊರಕೋನ,,
denominator,ಕೀಳೆಣಿ,,
iron,ಕಬ್ಬಿಣ,,
vernalization,ಚಿಗುರಿಕೆ,,
health,ಮಯ್ಯೊಳಿತು,,
full protractor,ಇಡಿಕೋನದಳಕ,,
quartile,ನಾಲ್ಸರಿಪಾಲು,,
manometer,ಹರಿಗೆಯೊತ್ತಡದಳೆಕ,,
without charge,ಹುರುಪಿರದ,,
islet,ಕಿರುಕುದುರು,,
cirrus,ಹತ್ತಿಮೋಡ,,
wireless,ಕಂಬಿಯಿಲ್ಲದ,,
insulator,ತಡಕ,,
irritation,ತಿಮಿರ,,
meridian,ನಡುಹಗಲಗೆರೆ,,
amphivorous,ಇರ‍್ತಿನ್ನುವ,,
lead,ತೂಕದ ಬೂದಿಹೊನ್ನು,,
definition,ಹುರುಳಿಕೆ,,
detection,ತುಬ್ಬುಗಾರಿಕೆ,,
quotient,ಬಗೆದೊರೆತ,,
conservatory,ಗಾಜುಮನೆ,,
diabetes,ಸಕ್ಕರಬೇನೆ,"ಮೂತ್ರದಲ್ಲಿ ಸಕ್ಕರೆ ಹೋಗುವ, ಬಹಳ ಬಾಯಾರಿಕೆ ಅತಿಮೂತ್ರ ವಿಸರ್ಜನೆ ಆಗುವ, ದೇಹ ಕೃಶವಾಗುತ್ತ ಹೋಗುವ ಒಂದು ರೋಗ.","ಸಕ್ಕರಬೇನೆಯಲ್ಲಿ ಎರಡು ಬಗೆಗಳಿವೆ, ಒಂದು ಟೈಪ್ ೧ ಇನ್ನೊಂದು ಟೈಪ್ ೨"
float,ತೇಲಾಡು,,
smear,ಹಚ್ಚಿದ,,
same,ಒಂಬಗೆಯ,,
sand,ಉಸುಕು,,
ocean,ಮುನ್ನೀರು,,
swab,ಹೀರೊತ್ತು,,
urine,ಉಚ್ಚೆ,,
rudder,ಹೊರಳುಪಟ್ಟಿ,,
aquatic habitat,ನೀರೊಳಿಗಿನನೆಲೆ,,
inversely,ತಿರುವಾಗಿ,,
hibernate,ನೆನೆಮುಚ್ಚು,,
external circuit,ಹೊರಸುತ್ತು,,
condenser,ನೀರಿಗೆ,,
cattle,ಆಕಳು,,
remainder,ಕಡೆಯುಳಿ,,
spaces,ಜಾಗಗಳು,,
post-mortem,ಹೆಣದೊರೆ,,
fixation,ನಾಟುವಿಕೆ,,
nasal cavity,ಮೂಗಿನಹೊಳ್ಳೆ,,
rain,ಕಾರು,,
lysosome,ಒಡೆಕಿರುಬಿಡಿ,,
evolve,ಅರಳು,,
menstruation,ಮುಟ್ಟು,,
figure,ಪರಿಜು,,
divider,ಪಚ್ಚುಕ,,
gear,ಹೊಂದುಗಾಲಿ,,
dissolve / merge,ಕರಗಿಸು,,
freeze drying,ತಂಪೊಣವಿಕೆ,,
classical field theory,ದಿಟಹರವಿನ ಕಟ್ಟಲೆ,,
thermal vent,ಬಿಸಿಚಿಲುಮೆ,,
amplifier,ಏರಿಸುಕ,,
antenna,ಅಲೆಹಿಡಿ,,
new moon,ಕಾರ‍್ದಿಂಗಳು,,
annealing,ಕಾದಾರಿಸಿಕೆ,,
triglyceride,ಮುನ್ನೀರ‍್ಹುಟ್ಟಿನಿಂಗುಕೊಬ್ಬು,,
repellent,ಹಿಮ್ಮೆಟ್ಟುಕ,,
movable,ಸಾಗುವ,,
suffumigate,ಹೊಗೆಹಾಕು,,
inorganic,ಉಸುರಿಯಲ್ಲದ,,
metrology,ಅಳತೆಯರಿಮೆ,,
semi,ಅರೆ,,
petroleum,ಕಲ್ಲೆಣ್ಣೆ,,
propel,ಮುಂದೂಡು,,
permutation,ಓರಣ,,
interfere ,ಕೈವಾಡ,,
alveolar,ಗಾಳಿಗೂಡುಗಳ,,
laminated,ಪದರುಳ್ಳ,,
humidity,ತೇವಾಂಶ,,
corrossion,ತುಕ್ಕು ಹಿಡಿಯುವಿಕೆ,,
collagen,ಅಂಟುಸೆಲೆ,,
gene,ತಲೆಮೊರೆಕ,,
glazed paper,ಹೊಳಪುಕಾಗದ,,
diagonal,ಅರೆಯಡ್ಡ,,
amnion,ಒಳಕಂದುಪೊರೆ,,
aquatic habitat,ನೀರಿನಲ್ಲಿನೆಲೆಸುವ,,
mite,ತೊಣಚಿ,,
auto combustion,ತಂತಾನೇಉರಿಯುವಿಕೆ,,
sunflower,ಹೊತ್ತುತಿರುಗ,,
cooling,ಕಾವಿಳಿಕೆ,,
lacrimal gland,ಕಣ್ಣೀರುಸುರಿಕ,,
clock,ಮಿಡಿತ,,
pollution,ಮುಸರೆ,,
reboot,ಮರುಹೂಡು,,
malleability,ತಟ್ಟಳಮೆ,,
thalassemia,ಕುನ್ನೆತ್ತರ ಬೇನೆ,,
praying mantis,ಕುದುರೆ ಹುಳ,,
concave mirror,ತಗ್ಗುಗನ್ನಡಿ,,
hydrophobic,ನೀರತಳ್ಳಿಕೆಯ,,
electromagnetic spectrum,ಮಿನ್ಸೆಳೆತದ ಹೊಗರುಸಾಲು,,
nursery,ಗಿಡಮನೆ,,
mountain,ಬೆಟ್ಟ,,
herb,ನಾರುಬೇರು,,
corpse,ಹೆಣ,,
lubrication,ಕೀಲೆಣ್ಣೆಹಚ್ಚಿಕೆ,,
hashtag,ಎಣ್ತಳುಕು,,
ear bud,ಕಿವಿಮೊಗ್ಗು,,
base,ಎದುರುಹುಳಿ,,
convex mirror,ಉಬ್ಬುಕನ್ನಡಿ,,
divisor,ಪಚ್ಚುಕ,,
demonstration,ಕಾಣ್ಪಡಿಕೆ,,
integrated circuit,ಒಗ್ಗೂಡಿಸಿದಸುತ್ತುಗಳು,,
litmus,ಹುಳಿಯೊರಕ,,
noble gas,ಬೇಗಬೆರೆಯದಅನಿಲ,,
hybridization,ಬೆರೆಸುವಿಕೆ,,
nonskid,ಜಾರದ,,
air pollution,ಗಾಳಿಮಾಲಿನ್ಯ,,
water hole,ಕುಳುಂಪೆ,,
triangle,ಮುಮ್ಮೂಲೆ,,
system on chip,ಮಿನ್ಕೆ ಏರ‍್ಪಾಟು,,
polymerize,ಹಲತುಣುಕಾಗಿಸು,,
natural,ತನ್ಪರಿಜೆಯ,,
fuel economy,ಉರುವಲು ಉಳಿಮಾಳ್ಕೆ,,
rod,ಸರಳು,,
lotion,ನೀರುಹಚ್ಚುಗೆ,,
malnourished,ಆರಯ್ಕೆಸಿಗದ,,
reflected ray,ಮರುಕದಿರು,,
upload,ಏರಿಕೆ,,
sanitizer,ಚೊಕ್ಕಟಿಸುಕ,,
mutate,ಬಿರುಸುಬದಲಾದ,,
air flow,ಗಾಳಿಯಹರಿವು,,
mesosphere,ನಡುತೆರಳೆ,,
elastic,ಪಾಡುಮರಳುವ,,
SEC,ಸೀಳಳತೆ,,
concave lens,ತಗ್ಗು ಗಾಜು,,
separate,ಬೇರ್ಪಡಿಸುವಿಕೆ,,
cruise control,ತೇಲಂಕೆ,,
evolution,ಪೀಳಿಮಾರ‍್ಪು,,
tunneling,ತುಣುಕುನೆಗೆತ,,
epithelial,ಹೊರಹೊದಿಕೆ,,
vacuum pump,ಗಾಳಿಹೀರುವಪಂಪ್,,
cyst,ಗುಳ್ಳೆ,,
operculum,ಮುಚ್ಚಳ,,
transmission,ಕೂಡುಹಲ್ಗಾಲಿ,,
safety shoe,ಕಾಲ್ಗಾಪು,,
fasting,ಹಸಿಗೆ,,
wizard,ನೆರವುಹಮ್ಮುಗೆ,,
pheromone,ಅರುಹುಸೋರಿಗೆ,,
life,ಬದುಕು,,
forest,ಹಳುವು,,
cochlea,ಒಳಗಿವಿಯಸುರುಳಿ,,
glazed paper,ಮೆರಗುಕಾಗದ,,
preservation,ಕೆಡದಂತೆ ಇರಿಸುವಿಕೆ,,
fuzzy logic,ಅರೆದಿಟದೆಣಿಕೆಯ ತೀರ್ಮೆ,,
smart grid,ಜಾಣ ಹೆಣಿಗೆ,,
archipelago,ನಡುಗಡ್ಡೆಗುಂಪು,,
fructose,ಹಣ್ಸಕ್ಕರೆ,,
breadcrumbs,ಜಾಡು,,
universe,ಮಿಗಿಲ್ಬಾನು,,
polymerize,ಹಲತುಣುಕುಜೋಡಿಸು,,
single bond,ಒಂದರಬಂಧ,,
retract,ಹಿಂದೆಗೆ,,
